0,1,2
,1433.0,
20610.0,,
21638.0,,
,,
,,
27017.0,2077.0,
,,10457.0
,,
,,11679.0
,,
,2757.0,13911.0
,,
,,
,,
,,
55743.0,,19736.0
58226.0,3603.0,
60500.0,,
,,27039.0
,,
,4110.0,
,,
70029.0,4357.0,
71686.0,,
,,
,4683.0,
76389.0,,
,,
79494.0,,54064.0
,,55987.0
,,
83505.0,,59273.0
,,60965.0
,,63113.0
87026.0,,64843.0
,,66599.0
,,
90481.0,,
,,
,,
,,73791.0
,,
95646.0,,
,,
97424.0,,78422.0
,,79379.0
99970.0,,80475.0
,,
,,
104691.0,6541.0,83837.0
,6589.0,
,,86143.0
,6685.0,
,,
,6783.0,
,6854.0,
,,
,,93147.0
120198.0,,
,,
,,97173.0
126949.0,,
,,
131652.0,7300.0,
,7359.0,
135701.0,,
,,107713.0
,,109437.0
,,
143849.0,,
146668.0,,
148950.0,,
,,
,,
,,
160696.0,8012.0,
,,
,,129741.0
,,
171789.0,8281.0,
,,
175927.0,,
177938.0,,
,,
,,144649.0
,8730.0,
187427.0,,148674.0
189876.0,8950.0,150590.0
,,
,,
,9272.0,156991.0
,,
,,
,,
,,
209970.0,9863.0,
,,
215096.0,,
,10239.0,
,,
,10508.0,
225205.0,,186180.0
,,
,,191487.0
232863.0,11106.0,
,,
,11408.0,
,,
243051.0,,204083.0
,,207000.0
,,
,,212176.0
,,
,,217666.0
,,219993.0
,13032.0,
,,225270.0
,,
267061.0,,230608.0
,13791.0,232873.0
,,
,,
276202.0,14405.0,
,,
281413.0,,
,15074.0,
,15289.0,
,,
,,253213.0
,,
,,
,16343.0,
,,261200.0
,16766.0,263519.0
,16982.0,
,,
312035.0,,
,,
,,
,,
322567.0,,
,18264.0,
,,
,,286642.0
331189.0,,
,18988.0,
336324.0,,
338825.0,19331.0,
,19492.0,
,,297486.0
,,
,,300881.0
,20125.0,
352558.0,,
,,
356792.0,,
,,
,20776.0,311365.0
,,313058.0
,,
367796.0,,
369911.0,,318270.0
,,
,21462.0,321421.0
,21571.0,
,21672.0,325124.0
378752.0,,
,21926.0,328595.0
,22044.0,
,,
,22293.0,
,22410.0,
391112.0,,
,,
,22798.0,
,,
,,
,,
,,
407353.0,,
,,352019.0
,,
416198.0,,
,,
,,
,24478.0,361523.0
,24656.0,
,24840.0,
436319.0,,
439882.0,,369842.0
443086.0,,
,,374170.0
,,
,,
,,380956.0
461044.0,,383368.0
,,385264.0
,26746.0,
,,
475674.0,,
,27419.0,
,27658.0,397109.0
,,
,,
