0,1,2
461.0,0.0,
,,
687.0,,
,,8.0
977.0,,
1197.0,3.0,
1361.0,,
1665.0,,
,,61.0
2245.0,,75.0
2555.0,,
,,
3137.0,,234.0
,18.0,
,22.0,
,,
,,
,,728.0
,,
,,
6166.0,,
,,1571.0
,,1864.0
7652.0,,2059.0
,,
,92.0,
,,
9246.0,,
9691.0,116.0,
,,4035.0
,,
,,
,,
12164.0,,
12680.0,,5804.0
,,
,181.0,
15010.0,,
,198.0,
,,
,216.0,
17702.0,,
18687.0,,9018.0
,,
22441.0,,10041.0
,,
,,10710.0
,,
,,
,294.0,12160.0
,304.0,
,,13112.0
,,
,,
,,
,,
44531.0,394.0,
50016.0,,18014.0
52369.0,,
,478.0,20165.0
58167.0,,
,,
66169.0,589.0,
,,
,673.0,26546.0
,,28148.0
,,
,,
,841.0,
,890.0,
105532.0,,
,,40431.0
,1054.0,42727.0
129020.0,,44946.0
132548.0,,
,,
142154.0,,95631.0
,,99358.0
,,
,,
,,112248.0
,,117361.0
,,
,,
,,
,3101.0,137296.0
,3323.0,
213715.0,,148792.0
,,
,,
,,186441.0
231393.0,,
,,196609.0
242355.0,,200569.0
246963.0,4502.0,
,,
,4731.0,
259064.0,,
263360.0,,
267766.0,5347.0,
,,232210.0
,5575.0,236154.0
,5688.0,
,,
,,
288089.0,,
,6192.0,
,6308.0,
,,
,,268251.0
303083.0,6573.0,
306216.0,,
,,
,,
,,
,,286556.0
319493.0,7069.0,
,,
,7290.0,295301.0
326439.0,,
,8445.0,299449.0
,,
333029.0,,303992.0
,8677.0,306816.0
,,309241.0
,,
341304.0,,
,,
,,318095.0
,,319954.0
,,
,,
,,
,,328327.0
357658.0,,
359731.0,,332411.0
361493.0,9707.0,
,,
,,
366671.0,,
,,
371023.0,10011.0,
,,
375044.0,10139.0,
376616.0,,
378168.0,,
,,353131.0
382111.0,,355037.0
383902.0,,
,10452.0,
,10513.0,
388855.0,,362440.0
,10578.0,
391849.0,10671.0,
,,
395708.0,,
,,371179.0
,,
,,374463.0
402365.0,10990.0,
,11072.0,377922.0
,,379452.0
,,
,,382584.0
411726.0,,
,11321.0,
,,
,11422.0,
,,
,11551.0,
,,
424274.0,11652.0,395717.0
,,397730.0
,,
,,
,,
,,
,,406326.0
,,
437983.0,,409944.0
439287.0,,
,,
,12199.0,
,,
,,
,12298.0,
,12321.0,423176.0
,12345.0,
,12469.0,426876.0
,12527.0,
,,
,,
459671.0,,433016.0
,12725.0,434794.0
,,
464750.0,12822.0,438148.0
466590.0,,
,,440881.0
,,442070.0
,,443453.0
,13070.0,
,,
,,
477769.0,,
,13272.0,
,13318.0,
,,
,,456499.0
,,
,,459536.0
,,
,13588.0,
,,
,,
494478.0,13702.0,
,,
497131.0,,
498906.0,,471166.0
,,
502063.0,,478252.0
503598.0,14003.0,
,14026.0,
,14032.0,482906.0
507050.0,,
508571.0,14158.0,485152.0
,14207.0,
,14247.0,
,,489525.0
514202.0,,490820.0
515042.0,,
,,
,14450.0,494303.0
519977.0,,
,,497411.0
,,
,14611.0,
524804.0,,501426.0
526438.0,14699.0,502475.0
,,
,,
,14819.0,
532604.0,,
533610.0,14883.0,
534558.0,14897.0,
,14955.0,
537585.0,,
,,
,,
,,
543087.0,,518834.0
544092.0,,
,,
547243.0,,
,,
,,
551743.0,,526604.0
552864.0,,528034.0
,15438.0,
,15519.0,530470.0
,15558.0,
558668.0,,
,15628.0,
,,536267.0
,,537727.0
,,
,,
,15782.0,
,,
571919.0,15886.0,
,,
,,
576731.0,,
,,
,,
583355.0,16101.0,
,,555956.0
,,557913.0
,16217.0,559845.0
,16228.0,
594152.0,,
,16358.0,
,,
,,
,16443.0,
,,
,,575595.0
,,577382.0
,,579203.0
615902.0,16724.0,581961.0
,,584457.0
,,586900.0
623101.0,,
625483.0,,
629176.0,,
,,
637742.0,,599604.0
641923.0,,
,,
,17182.0,
,17204.0,
656712.0,,
,,
,17435.0,622321.0
669832.0,,626528.0
673750.0,,630818.0
,17573.0,
680740.0,,
685107.0,,
,,
,,
,,
703178.0,,
,18023.0,
,,
,,670336.0
,,673582.0
722900.0,18339.0,677602.0
,,
,,
,,
736645.0,,
,,698248.0
744019.0,,
,,
,18974.0,
755350.0,19056.0,
,19084.0,
,,
,,723493.0
,,
,,
776209.0,,
,,
782039.0,19644.0,
,,
788142.0,,
,19897.0,748920.0
795845.0,,
799460.0,,
803009.0,,760577.0
,20151.0,763904.0
,,
,,770190.0
,,
,,776955.0
,,
829770.0,,
,,
,,
,20838.0,793819.0
,20928.0,796791.0
,,801537.0
,,
,21163.0,809941.0
864064.0,21182.0,814088.0
,,
,,
,,825311.0
885379.0,,
,21674.0,
896231.0,,
,,
904212.0,,
,,854827.0
918053.0,,
,,865413.0
,,871234.0
,,
,22384.0,882772.0
947783.0,,
,,
962321.0,,
969913.0,,
,22754.0,
984484.0,,
,,
,23135.0,
,23328.0,
,,
,,
1026785.0,23644.0,
1032612.0,,
,,
1043022.0,,
,,
,,
1068522.0,,998400.0
1076499.0,24346.0,1005860.0
1082920.0,,
,,
,,
,,
,,
,,
,,
,,1060796.0
,,1067662.0
1141403.0,25353.0,
,25532.0,
1155902.0,25641.0,
1162811.0,,
,,
,,
1179772.0,,
1184271.0,26073.0,1120141.0
,,1125761.0
,26353.0,1129347.0
1203755.0,,
1210920.0,26561.0,1143565.0
,,
,26696.0,
,,1160945.0
,26895.0,
,,
1241976.0,,1177342.0
,27218.0,1183155.0
,,
,,
1260448.0,,1199432.0
,,
1273516.0,,1208396.0
,,1214817.0
,27832.0,
1292096.0,,1225846.0
,,1231002.0
,,
,,
,28290.0,1245988.0
,,
,28518.0,
,28548.0,
1339421.0,,
,,
,,
1361381.0,,
,,
1377507.0,,1302518.0
,,1309040.0
,29344.0,
,,
,,
,,1333631.0
,,
,29937.0,
1434884.0,,
,,
,,
,,
,30472.0,1382124.0
,,1391016.0
1476473.0,30707.0,1399187.0
1482663.0,,
,,1413414.0
,,
,,1426275.0
,31259.0,1431515.0
,,
1517018.0,,1445703.0
,,
1525933.0,,
1528409.0,,
1531872.0,,
,32012.0,
,,
1547103.0,32298.0,
,,
,,
1555902.0,,
,,
,,
,,1509342.0
1569784.0,,
1572608.0,33249.0,1517303.0
,33288.0,
,,
,,
,,1529269.0
,33767.0,
,,
,,
,,1540595.0
1592130.0,,
,34207.0,
,,
,,
1599879.0,,
,,
1601858.0,,
1602854.0,,
1604713.0,,1558669.0
,,1559891.0
1607749.0,,
,35026.0,
,,
,35151.0,1566138.0
1611917.0,35176.0,1567236.0
,,1568294.0
,,
,35448.0,
,35528.0,
1617852.0,35616.0,1573007.0
1618457.0,35640.0,1574176.0
,,1575377.0
