0,1,2
461.0,,
,0.0,6.0
687.0,,8.0
801.0,,8.0
,2.0,17.0
,3.0,22.0
1361.0,,
,,
2015.0,6.0,
,,75.0
2555.0,,156.0
,,156.0
,,234.0
,,335.0
3843.0,,
4355.0,27.0,528.0
,,
5009.0,,728.0
5310.0,,
5740.0,,1115.0
,57.0,
6695.0,,
,73.0,1864.0
,,2059.0
7964.0,82.0,2367.0
,,2646.0
,94.0,2937.0
9246.0,105.0,
9691.0,116.0,3621.0
,126.0,4035.0
,,4338.0
11375.0,,4676.0
,147.0,4969.0
12164.0,,5386.0
12680.0,,
,174.0,
14537.0,,
,,7024.0
15492.0,198.0,7327.0
,207.0,
16564.0,216.0,8057.0
,227.0,8580.0
18687.0,,9018.0
,247.0,9572.0
22441.0,,10041.0
,,10415.0
24794.0,,10710.0
25826.0,,11189.0
,,11664.0
28750.0,,
,,
33855.0,,
,323.0,
36710.0,335.0,14125.0
39370.0,346.0,
,,
44531.0,394.0,
50016.0,,18014.0
,450.0,19213.0
54647.0,,
58167.0,509.0,21507.0
,,22504.0
66169.0,589.0,
,630.0,25342.0
80287.0,673.0,
,718.0,28148.0
88891.0,,
92855.0,,
,841.0,33540.0
101837.0,,
105532.0,944.0,38598.0
118720.0,,40431.0
123550.0,,
,1113.0,44946.0
132548.0,,86173.0
137490.0,1275.0,
,1356.0,95631.0
146361.0,1448.0,
,,103817.0
166756.0,,
,2264.0,112248.0
,2283.0,
181062.0,2475.0,121780.0
,,
,,131358.0
201634.0,,
,3323.0,
213715.0,3362.0,148792.0
,3383.0,156232.0
,3615.0,181931.0
,,186441.0
231393.0,4093.0,191491.0
236748.0,4295.0,
,,
,,205397.0
,,210570.0
,,215093.0
,4903.0,
,,223431.0
267766.0,5347.0,
,5509.0,232210.0
275999.0,5575.0,236154.0
,,241229.0
282043.0,5753.0,
,,249247.0
288089.0,,253343.0
,6192.0,257451.0
,,
298557.0,,264378.0
301019.0,,
,,
,6682.0,
,,278053.0
,,281114.0
,,
,,286556.0
,7069.0,
,7186.0,
,7290.0,295301.0
326439.0,,
328846.0,8445.0,
,8503.0,
333029.0,8633.0,303992.0
,8677.0,
336402.0,,309241.0
,,
341304.0,8914.0,313696.0
,,
345790.0,9112.0,
,9187.0,319954.0
349800.0,,
351575.0,9278.0,324557.0
,9377.0,
,,
,9533.0,330507.0
359731.0,,
361493.0,9707.0,333976.0
362962.0,9745.0,336330.0
364723.0,,
366671.0,9889.0,340168.0
,,342168.0
371023.0,,344133.0
,,345826.0
375044.0,10139.0,347342.0
376616.0,,349541.0
378168.0,,351419.0
380034.0,,353131.0
,,355037.0
383902.0,10395.0,356951.0
,10452.0,
,,360385.0
,10546.0,
,,364285.0
391849.0,10671.0,366063.0
393769.0,,367897.0
395708.0,,369730.0
,,
399568.0,10916.0,
,10958.0,
402365.0,,
404102.0,11072.0,
,,
408009.0,,
,,382584.0
411726.0,,
413145.0,11321.0,385790.0
414739.0,,
416501.0,11422.0,
,,
420434.0,,
,,394399.0
,,
,,397730.0
,,
,11781.0,
,11850.0,
,,
434748.0,,406326.0
,12013.0,
,,
439287.0,12058.0,411853.0
441150.0,,
,12199.0,
444674.0,,418101.0
,12286.0,
,12298.0,
,12321.0,
449903.0,12345.0,
,,426876.0
,12527.0,428580.0
,12591.0,
457901.0,,431704.0
,12698.0,433016.0
,,434794.0
,,
,,438148.0
,12867.0,
,12919.0,440881.0
,12979.0,442070.0
471746.0,13037.0,
,13070.0,445418.0
,13090.0,
476016.0,13167.0,
,,450297.0
479595.0,,452054.0
,,
,13376.0,
484280.0,,
485372.0,13415.0,458073.0
486496.0,,459536.0
488190.0,,
490003.0,,
,13635.0,
,,
494478.0,13702.0,466643.0
,13719.0,467269.0
497131.0,,469765.0
498906.0,13844.0,
500542.0,13892.0,476576.0
,,478252.0
503598.0,14003.0,479877.0
,,481379.0
505530.0,14032.0,482906.0
507050.0,14118.0,483922.0
,,485152.0
,14207.0,486642.0
,14247.0,
513140.0,,
514202.0,,490820.0
515042.0,14340.0,492149.0
516582.0,,493250.0
,14450.0,494303.0
519977.0,,495852.0
521558.0,14543.0,
522879.0,,498904.0
,,
,14633.0,
526438.0,,
,,
,,
,14819.0,
532604.0,14863.0,508067.0
,,509401.0
534558.0,14897.0,
536012.0,14955.0,
,,512927.0
,15030.0,514584.0
,15069.0,516121.0
,15106.0,517524.0
543087.0,15131.0,
,15138.0,520180.0
,,521247.0
547243.0,,
548941.0,15322.0,
550430.0,15356.0,525213.0
,,
552864.0,15430.0,
553898.0,15438.0,
,15519.0,
,15558.0,
,15592.0,533250.0
,,534789.0
562142.0,,
563534.0,,537727.0
,,
,,540288.0
567974.0,15782.0,541345.0
,,543086.0
571919.0,,544832.0
,,546538.0
,,
,,549852.0
,,551200.0
581135.0,,
583355.0,,554333.0
585546.0,16154.0,
587993.0,,
589189.0,,
590914.0,,
,,
595831.0,,
598394.0,,
600105.0,,
602028.0,16443.0,
,16488.0,573681.0
606950.0,,575595.0
,,577382.0
,16660.0,
615902.0,16724.0,581961.0
,,584457.0
620641.0,16767.0,586900.0
,,
625483.0,,
,16913.0,
,,595799.0
637742.0,17037.0,599604.0
,17096.0,602861.0
645892.0,17162.0,606055.0
,17182.0,
652525.0,17204.0,611564.0
656712.0,,614267.0
661180.0,17369.0,617372.0
,,622321.0
669832.0,,
,17547.0,630818.0
677151.0,17573.0,634960.0
,,
,,
690066.0,,645035.0
694647.0,,
699110.0,17933.0,
703178.0,,658324.0
706500.0,,
,,666799.0
714143.0,,
718749.0,,673582.0
,18339.0,
,18452.0,
730888.0,18537.0,
,,
736645.0,18576.0,
740237.0,18731.0,698248.0
744019.0,,701315.0
,18895.0,
751886.0,,
,19056.0,713711.0
,19084.0,717308.0
,19105.0,
764307.0,19262.0,
,,725945.0
,19443.0,
,19541.0,733731.0
779541.0,,737126.0
,19644.0,740465.0
,,743306.0
,19798.0,
791939.0,,
795845.0,,753037.0
799460.0,20042.0,
,,
805317.0,20151.0,763904.0
,,
,20310.0,
,20400.0,
,,
824625.0,,780530.0
,,784213.0
,,787700.0
,,790528.0
,,793819.0
845450.0,20928.0,
,,
,21077.0,
860533.0,21163.0,
,,
,21206.0,818337.0
873512.0,21362.0,
879485.0,21451.0,825311.0
885379.0,,
891110.0,,835669.0
,,
,21789.0,
,21816.0,851154.0
,21988.0,
,,
,22180.0,
931939.0,,
938094.0,,
,,
947783.0,,888826.0
954843.0,22524.0,892973.0
962321.0,,897975.0
969913.0,22653.0,
977243.0,22754.0,912058.0
,,
989492.0,23107.0,924612.0
,,
,,936721.0
1011485.0,23421.0,
,23524.0,
1026785.0,,958400.0
,23677.0,965641.0
1037780.0,23734.0,
1043022.0,23796.0,980245.0
,23979.0,986285.0
,24108.0,
,,
1076499.0,24346.0,
,24483.0,
1088710.0,24518.0,1020925.0
1094267.0,,
1101698.0,24766.0,1033189.0
1109311.0,,1037539.0
1117348.0,25055.0,
1124718.0,,1053635.0
,,1060796.0
,25317.0,
1141403.0,25353.0,1074827.0
1148320.0,,
1155902.0,25641.0,1084831.0
1162811.0,25742.0,
1169536.0,,
1175614.0,25975.0,
1179772.0,,1112463.0
1184271.0,,1120141.0
,26247.0,
,,1129347.0
1203755.0,26457.0,1136197.0
1210920.0,,
1215815.0,26659.0,
1219064.0,26696.0,
1222949.0,26726.0,1160945.0
,26895.0,
1235778.0,,
1241976.0,,1177342.0
,,
1252808.0,,
,,1193927.0
1260448.0,27384.0,1199432.0
,27520.0,
,,
1280252.0,27734.0,
,27832.0,1220351.0
,27934.0,
1295862.0,27965.0,1231002.0
,27997.0,1237410.0
,,1241426.0
,28290.0,
,,1252970.0
1329918.0,28518.0,
1335261.0,,1265116.0
1339421.0,,1270510.0
,28624.0,
1352723.0,,
,,
1369597.0,29047.0,
1377507.0,,
,,
,,
,29385.0,
1403101.0,29598.0,
,29696.0,
1420266.0,29816.0,
1427956.0,29937.0,1347676.0
,30058.0,
,30104.0,
1445768.0,30141.0,
1453477.0,,
,,1382124.0
1468992.0,30579.0,
,,1399187.0
,30804.0,1406555.0
,30865.0,1413414.0
1491561.0,,1420365.0
1498231.0,31140.0,
,31259.0,
,31392.0,1439182.0
1517018.0,,1445703.0
1522223.0,31645.0,1452108.0
,31690.0,
,,
,31797.0,
1537471.0,32012.0,1472337.0
1542642.0,32163.0,1478841.0
1547103.0,,
1551137.0,,
,32489.0,1494284.0
1555902.0,,
,,1502411.0
,,
1566461.0,,1509342.0
1569784.0,,
1572608.0,33249.0,1517303.0
,33288.0,1520879.0
1576336.0,,1524232.0
,33514.0,
1582391.0,33636.0,
1585160.0,,
1587478.0,33877.0,1535072.0
,,
,,1540595.0
,34049.0,1543171.0
1594496.0,,1545186.0
1596549.0,34309.0,1547042.0
,,1549660.0
1599879.0,34514.0,
1600883.0,34539.0,1553145.0
,34569.0,1555294.0
,,1557199.0
1604713.0,34792.0,
,34875.0,
,,
,35026.0,1563280.0
1610345.0,35119.0,1564777.0
,,
,35176.0,1567236.0
1613288.0,35295.0,1568294.0
1614629.0,,
,35448.0,
1616942.0,,1571788.0
,,
,,1574176.0
,35671.0,1575377.0
