0,1,2
3.0,0.0,3.0
5.0,,3.0
,0.0,
,0.0,3.0
,0.0,3.0
,,
,0.0,
39.0,0.0,
43.0,0.0,
,0.0,4.0
,,
73.0,,4.0
82.0,2.0,4.0
,,
,,
119.0,,13.0
142.0,,
,3.0,14.0
,,15.0
,,
,4.0,
396.0,,
499.0,10.0,
,,40.0
,,
,,45.0
,20.0,
,,
1024.0,,95.0
,,
1397.0,35.0,
,,148.0
2543.0,72.0,191.0
,,
,86.0,229.0
3588.0,99.0,229.0
,,
5311.0,150.0,
,,506.0
6725.0,,620.0
7598.0,,
,288.0,
9205.0,,1080.0
,,1181.0
,,1359.0
12322.0,,1432.0
13430.0,,
,486.0,
15722.0,521.0,
,,
,592.0,
,,
21370.0,,
,721.0,
,,5498.0
26283.0,,5939.0
,881.0,
29451.0,939.0,7137.0
,1008.0,7747.0
,1079.0,
,,
,1223.0,
,1323.0,
42505.0,1391.0,
,,
,,
52987.0,1785.0,
56351.0,1889.0,
,,17887.0
,2101.0,19301.0
67161.0,,
,,22549.0
74292.0,2415.0,
,,
81997.0,2649.0,
,,30258.0
90648.0,,34224.0
,3025.0,
,3156.0,39233.0
,3302.0,42309.0
112028.0,,
,3584.0,
,3726.0,
,,54385.0
138536.0,,57692.0
144950.0,4172.0,
150793.0,4344.0,
158086.0,,
,,
173491.0,,
,,
,,
,5608.0,
,5829.0,100285.0
,,104071.0
226713.0,,
236184.0,6649.0,113233.0
,,
,7207.0,123848.0
,7473.0,
276146.0,7750.0,
286605.0,8102.0,
,,
,,
320922.0,,
332424.0,9520.0,
343091.0,9900.0,
,,186935.0
,12237.0,194325.0
380532.0,,
395048.0,12948.0,
410451.0,,227728.0
,13699.0,
,14011.0,
456183.0,,
473105.0,,
,15301.0,
,15685.0,
528859.0,16095.0,
,,321723.0
,,
,17400.0,
604641.0,,359860.0
,18213.0,
648315.0,18655.0,
673165.0,19268.0,
697413.0,19693.0,424433.0
,20159.0,
,20642.0,
,,476378.0
,21604.0,495513.0
820916.0,22123.0,515386.0
,22673.0,
,23174.0,553471.0
,,571460.0
,,
968857.0,24914.0,
1003832.0,25602.0,635757.0
1039084.0,,653751.0
1077781.0,,677423.0
,27497.0,700087.0
1155338.0,,
,,753050.0
1238798.0,,
1288108.0,,817209.0
1337024.0,31358.0,849432.0
,32060.0,885573.0
,,917568.0
,33408.0,951166.0
1531669.0,34193.0,
,,1019735.0
,35718.0,1055348.0
1695988.0,36511.0,
,,
,38135.0,1186203.0
,,1230509.0
,39795.0,
1964536.0,,1328336.0
2027074.0,41585.0,1378105.0
2088611.0,,1427005.0
2153010.0,,1480884.0
2215074.0,44386.0,1535743.0
,45257.0,1583489.0
,46091.0,
2396637.0,47033.0,
2461190.0,,1751555.0
,,1808936.0
2589952.0,49980.0,1862258.0
,,1919842.0
,,1977671.0
,,2037816.0
2836925.0,,2096664.0
,54849.0,2158946.0
2975701.0,,2222577.0
3044940.0,,
,,
3167323.0,58390.0,2404585.0
,59357.0,
,60472.0,
,,
,,2648998.0
3542733.0,,2713933.0
,,
3691166.0,,
3769523.0,66333.0,
3853406.0,,2970492.0
3936747.0,,3037151.0
,,
4113811.0,,3180865.0
4204613.0,,3250429.0
4280422.0,72775.0,3323950.0
,,3398844.0
4465863.0,,3471783.0
4562414.0,76271.0,3542663.0
,,3624196.0
4754356.0,,
4846427.0,79722.0,
4930236.0,80776.0,3859399.0
5020359.0,,3942360.0
,,4025079.0
,,4112551.0
5308014.0,85619.0,
5400619.0,86752.0,4303043.0
5487580.0,87882.0,4396399.0
5562663.0,,4497867.0
,90020.0,4587613.0
,,4674987.0
5818570.0,,4756164.0
,,
5992532.0,,4941627.0
6074702.0,95542.0,
6145291.0,,
6225763.0,97497.0,
6312584.0,98678.0,5273201.0
,,5352078.0
6473544.0,,5427706.0
6549373.0,101782.0,5509966.0
6623815.0,,5586703.0
6685082.0,,
,104555.0,
6835655.0,,
6906151.0,106490.0,
6979423.0,107416.0,
7053806.0,,6077976.0
7120538.0,,
7175880.0,,
7239389.0,,
7307097.0,,
,,6453779.0
,112998.0,6524595.0
7494551.0,114031.0,6597209.0
7550273.0,,6663608.0
7597063.0,115197.0,6733328.0
7651107.0,115914.0,
,116616.0,6874518.0
7761312.0,117306.0,
,,7016046.0
,118534.0,
,119014.0,
7946429.0,,7201070.0
,120010.0,7259509.0
8040203.0,120527.0,7315989.0
8088851.0,,7373375.0
,,
8184082.0,122111.0,7491513.0
,122607.0,
8267623.0,123097.0,7603121.0
,,7656478.0
,124315.0,7711809.0
8411724.0,124985.0,
8462080.0,,
8507754.0,126121.0,
,,
8591730.0,,
,127571.0,8013783.0
8683916.0,128121.0,
8728795.0,,
8773479.0,,8163572.0
,,
8845127.0,130070.0,8249579.0
8874290.0,,8290370.0
8912907.0,130993.0,8335109.0
,131578.0,
9004365.0,132162.0,8428409.0
9050597.0,,
,,8521617.0
9139865.0,133738.0,
9177840.0,134218.0,8604955.0
,134699.0,
9266705.0,,8679138.0
9309787.0,,
,,8759969.0
,,8802267.0
9431691.0,137139.0,8847600.0
9462809.0,,
9499413.0,,
,138648.0,
9571559.0,,
,139700.0,
9644222.0,,9100792.0
,,9139901.0
,,
9735850.0,,
9767371.0,,
9796744.0,142185.0,
9826775.0,,9324328.0
9857029.0,,
,,9388159.0
9906165.0,,9422636.0
9932547.0,,9456449.0
9956557.0,144451.0,
,,9520827.0
,,9550712.0
10031223.0,145477.0,
,,9606111.0
10075116.0,,9636487.0
10099066.0,,9663382.0
10123778.0,,9693173.0
,,
,,9740108.0
10187850.0,,9761538.0
,,
,148153.0,9807569.0
10244852.0,,
10266674.0,,
,148994.0,
,149218.0,9929568.0
,149435.0,
,149649.0,
,,
,150114.0,9997272.0
,,10016859.0
10413417.0,,10037398.0
,,10037398.0
,,
,151160.0,10092909.0
10479179.0,151327.0,
10495147.0,,
,,10146763.0
10527683.0,151918.0,
,,
,152274.0,10196885.0
10571773.0,152419.0,
