0,1,2
,0.0,
592.0,,6.0
687.0,1.0,
801.0,2.0,8.0
977.0,,17.0
1197.0,,22.0
,4.0,22.0
1665.0,5.0,43.0
2015.0,6.0,
2245.0,7.0,75.0
2555.0,,156.0
2844.0,12.0,156.0
3137.0,,
3510.0,18.0,335.0
,22.0,427.0
4355.0,27.0,528.0
4665.0,34.0,618.0
5009.0,37.0,
,43.0,898.0
,,1115.0
,,1274.0
6695.0,65.0,
,73.0,1864.0
,,2059.0
,,
,92.0,2646.0
,94.0,2937.0
,105.0,3299.0
9691.0,116.0,3621.0
10598.0,126.0,4035.0
,133.0,
11375.0,139.0,4676.0
11700.0,147.0,4969.0
12164.0,160.0,5386.0
12680.0,168.0,5804.0
,174.0,6327.0
,181.0,6746.0
15010.0,189.0,7024.0
,198.0,7327.0
16044.0,207.0,7710.0
,216.0,
,227.0,
18687.0,234.0,
21213.0,247.0,9572.0
,260.0,
,270.0,
,275.0,10710.0
25826.0,,11189.0
,285.0,
28750.0,294.0,12160.0
,304.0,12667.0
33855.0,,13112.0
35052.0,323.0,13605.0
,335.0,14125.0
,346.0,14865.0
,368.0,
44531.0,394.0,
50016.0,421.0,18014.0
52369.0,450.0,19213.0
,,
58167.0,509.0,21507.0
62205.0,,22504.0
66169.0,589.0,23992.0
70445.0,,25342.0
80287.0,673.0,
83996.0,718.0,28148.0
88891.0,761.0,29302.0
,806.0,30915.0
,841.0,33540.0
101837.0,890.0,36115.0
,944.0,38598.0
,,
123550.0,1054.0,
129020.0,1113.0,44946.0
132548.0,1188.0,86173.0
137490.0,1275.0,
142154.0,1356.0,95631.0
,1448.0,99358.0
160351.0,1541.0,
,,108150.0
,2264.0,
175365.0,2283.0,117361.0
181062.0,2475.0,121780.0
,,126444.0
193452.0,2870.0,131358.0
201634.0,,
208572.0,3323.0,143704.0
213715.0,3362.0,
218728.0,3383.0,
220628.0,3615.0,181931.0
,,186441.0
,4093.0,191491.0
236748.0,4295.0,196609.0
242355.0,4479.0,
246963.0,,205397.0
,4505.0,210570.0
,4731.0,215093.0
,4903.0,
263360.0,5068.0,223431.0
267766.0,5347.0,228055.0
271982.0,5509.0,232210.0
275999.0,5575.0,
279393.0,,
282043.0,,
284541.0,5920.0,249247.0
288089.0,6051.0,253343.0
291847.0,6192.0,257451.0
295532.0,,
,,
301019.0,,268251.0
303083.0,6573.0,271741.0
306216.0,6682.0,274922.0
309274.0,,278053.0
312029.0,6881.0,281114.0
315041.0,6979.0,283902.0
317657.0,7024.0,286556.0
319493.0,7069.0,
321205.0,7186.0,292085.0
323698.0,7290.0,295301.0
326439.0,8347.0,296814.0
,,299449.0
330930.0,,
